Name													CRC32		Size
Ultima - Runes of Virtue 2 [urov2].rsn									705A8E0F	81715
Urban Strike [us].rsn											173DEADB	93786
Universal Soldier [usol].rsn										ED646A2D	42592
Ushio and Tora [ut].rsn											3FC2CCF1	128184
Utopia [uto].rsn											2934D03F	53259
Super Dai Koukai Jidai (Super Unchartered Water) [uw].rsn						2D341358	39811
Dai Koukai Jidai 2 (Uncharted Waters - New Horizons) [uw2].rsn						2DC57DCE	142958
Virtual Bart [vbart].rsn										9BEF28D2	142404
Volleyball Twin [vbt].rsn										FEC0FA5A	59281
Vegas Stakes [vegas].rsn										FB138367	77359
Verne World [vewo].rsn											D9BFFA4D	163766
Kouryuu Densetsu Villgust [vill].rsn									96AD6C1D	126338
Violinist of Hameln [voh].rsn										FD7614BA	191435
Vortex [vor].rsn											107DC7ED	55678
Vs. Collection [vsc].rsn										96A3C03C	72070
Soukoukihei Votoms - The Battling Road [vt].rsn								1284C09D	97179
War 2410 [w2410].rsn											FD52F532	72412
Wings 2 Aces High [w2ah].rsn										E2424198	63823
War 3010 [w3010].rsn											08A333F3	61592
Waialae Country Club [waia].rsn										0DB94E67	53486
Wally wo Sagase [wally].rsn										208EDB58	103229
BS Wapaaz Souryu Hen [wapa].rsn										F9FF49CD	47572
Warlock [warl].rsn											0E4890F2	106096
WarpSpeed [warp].rsn											41F9ADC2	73717
Waterworld [wawo].rsn											49B88EE8	266686
Wing Commander [wc].rsn											F3BC80C7	104054
Wrecking Crew '98 [wc98].rsn										229827D7	134100
World Class Rugby [wcr].rsn										0F3FF601	37118
World Cup USA '94 [wcu94].rsn										5ECA1CA0	114607
World Cup '98 (Super Gameboy) [wcup].rsn								B9A43326	49472
WCW SuperBrawl Wrestling [wcwsb].rsn									ABCFD802	76203
Wedding Peach [wedp].rsn										EE04C6FA	67321
Winter Extreme - Skiing and Snowboarding [wesas].rsn							16840A73	64879
Wheel of Fortune - Deluxe Edition [wfdx].rsn								25761DC9	107585
Winter Gold FX [wgfx].rsn										70A31C38	110664
Super Wagan Land [wgl].rsn										05E76105	45403
Wayne Gretzky and the NHLPA All-Stars [wgnhl].rsn							0C8468D1	195403
Wagyan Paradise [wgp].rsn										E1B58C8E	126807
Wild Guns [wguns].rsn											C7984A27	73838
World Heroes [wh].rsn											2D40DDF4	121033
World Heroes 2 [wh2].rsn										6DA36695	186429
Whizz [whizz].rsn											8C527D8E	54342
Whirlo [whrl].rsn											7C6E7414	48628
Wizardry 1-2-3 [wiz123].rsn										B738F912	171998
Wizardry 5 - Heart of the Maelstrom [wiz5].rsn								5E876EB9	73078
Wizardry VI [wiz6].rsn											86ECEF1F	199015
Wizardry Gaiden IV [wizg4].rsn										4A88381A	276254
WeaponLord [wl].rsn											74A96977	120378
World League Soccer [wls].rsn										0858E084	64083
World Masters Golf [wmg].rsn										4AA46097	87614
Ken Griffey Jr. Winning Run [wnrn].rsn									03D47447	167479
Wolverine - Adamantium Rage [woar].rsn									CEB06C0C	116156
Winter Olympic Games [wog].rsn										9BC4316F	109600
Wolf Child [wolf].rsn											ECEB9669	103854
World of Manga II [wom].rsn										CBA7B979	103526
Wondrous Magic [wonm].rsn										CF150C56	78962
Wordtris [word].rsn											FFABE671	96373
Worms [worms].rsn											26D0DA4F	51048
War of the Gems [wotg].rsn										2E9657B7	132897
Wizard of Oz [woz].rsn											948F31B4	73404
Chou Mahou Tairiku Wozz [wozz].rsn									523016F9	290740
Wonder Project J [wpj].rsn										0DB8E638	335475
WildSnake [wsnk].rsn											723A3DFA	77466
Stunt Race FX [wt].rsn											98F915B6	109317
Wakataka Oozumou [wtoz].rsn										BA4BDB52	100658
WWF Wrestlemania - The Arcade Game [wwfa].rsn								E75BC9E3	75431
WWF Raw [wwfr].rsn											C59C369B	144125
WWF Royal Rumble [wwfrr].rsn										52B031DB	91848
WWF Super Wrestlemania [wwfsw].rsn									C5E72949	52608
Waku Waku Ski Wonder Shoot [wws].rsn									ECC1DC13	81125
Xak - The Art of Visual Stage [xak].rsn									2F2CE948	106779
XBand Modem [xband].rsn											A5FA4EBF	120783
X-Kaliber 2097 [xkb].rsn										03684BFD	92031
X-Men - Mutant Apocalypse [xma].rsn									B52BA237	115126
Christmas Craze [xmas].rsn										987D2C27	24646
X-Men vs. Street Fighter (Pirate) [xmvsf].rsn								00B6D24D	47261
Xardion [xrdn].rsn											20706CA9	73909
X-Zone [xz].rsn												8E619930	48207
UFO Kamen Yakisoban [yaki].rsn										CC75D3EF	72056
Yoshi's Cookie [yc].rsn											FEDAF69F	82180
Super Mario World 2 - Yoshi's Island [yi].rsn								BF4FC0E8	150401
Yuujin Janjuu Gakuen [yjjg].rsn										097C2614	60169
Youkai Buster - Ruka no Daibouken [ykb].rsn								020D3180	82473
Yakouchuu [ykc].rsn											6D8B9D2C	135735
Young Merlin [ym].rsn											C66C5E1A	211171
Yume Maboroshi no Gotoku [ymng].rsn									0DE58E4A	62863
Yuujin no Furi Furi Girls [ynffg].rsn									C948B537	176442
Yoshi no Kuruppon [ynk].rsn										2E2C32BD	53516
Yogi Bear [yogi].rsn											FB720335	115230
Yuuyu no Quiz de Go! Go! [yqgg].rsn									8D86BFFE	153116
Ys 3 - Wanderers From Ys [ys3].rsn									D6A92C8F	84055
Ys IV - Mask of the Sun [ys4].rsn									651BE51B	189462
Ys 5 [ys5].rsn												A17AD1D2	186717
Yoshi's Safari [ysfr].rsn										39F6EE06	60681
Yamato Takeru [ytak].rsn										74F6512E	305983
Yadamon Wonderland Dreams [ywd].rsn									AC35FB48	157507
Yuu Yuu Hakusho [yyh].rsn										5C40C7A3	74559
Yuu Yuu Hakusho 2 [yyh2].rsn										C7169071	66823
Yuu Yuu Hakusho - Tokubetsu-hen [yyht].rsn								2E69E47B	88297
Zero 4 Champ RR [z4cr].rsn										B6AD85F5	86628
Zombies Ate My Neighbors [zamn].rsn									76074C5A	88648
Zan 2 Spirits [zan2].rsn										83C5500B	98598
Zan 3 Spirits [zan3].rsn										48932B66	146065
Z-Gundam - Away to the Newtype [zgd].rsn								6832E9BE	112104
Zen Nihon GT Sensyuken [zgts].rsn									18298A9A	51841
Zico Soccer [zico].rsn											2A3D613E	130741
Zenkoku Juudan Ultra Shinri Game [zjsg].rsn								5235E951	74290
Zero the Kamikaze Squirrel [zks].rsn									6E6DFAA5	98210
'96 Zenkoku Koukou Soccer Senshuken [zkss].rsn								6CAAA963	119482
Zenkoku Koukou Soccer Senshuken 2 [zkss2].rsn								0482FA8F	147164
Zenkoku Koukou Soccer Senshuken [zkssh].rsn								59A094F8	101492
Zakuro no Aji [zna].rsn											136F7B74	236253
Zennihon Pro Wrestling [znpw].rsn									52DF7F2F	138527
Zennihon Pro Wrestling 2 - 3.4 Budoukan [znpw2].rsn							71A06456	189887
Zennihon Pro Wrestling Dash - Sekai Saikyou Tag (Natsume Championship Wrestling) [znpwd].rsn		1204E5AF	164052
Zone [zone].rsn												E56BD0FA	26718
Zool [zool].rsn												4892C45B	181663
Zoop [zoop].rsn												119A02AC	149872
Zootto Mahjong! [zoot].rsn										9E55FE31	66663
Zig Zag Cat [zzc].rsn											B2C2D752	201769

You are missing ( 1516 out of 1516) .RSN files
